,Dist_Code,Year,State_Code,State_Name,Dist_Name,Rice_Area,RICE_PRODUCTION,ANNUAL_RAIN,avg_rain,Nitrogen,POTASH,PHOSPHATE,RICE_YIELD
0,1,2005,14,Chhattisgarh,Durg,775.99,984.31,1103.9,62.53333333,52888,10466,23912,1268.46
1,1,2006,14,Chhattisgarh,Durg,781.7,1177.1,886.4,52.89166667,63978,12392,30775,1505.81
2,1,2007,14,Chhattisgarh,Durg,799.89,1095.84,1068.5,64.175,60332,11458,27558,1369.98
3,1,2008,14,Chhattisgarh,Durg,803.37,704.09,904.8,63.875,52406,17602,33857,876.42
4,1,2009,14,Chhattisgarh,Durg,789.04,622.05,695.7,24.20833333,72854,18091,41199,788.37
5,1,2010,14,Chhattisgarh,Durg,777.92,1319.18,1149.7,63.2,77428,19543,45185,1695.77
6,1,2011,14,Chhattisgarh,Durg,806.55,1416.48,1282.3,80.21666667,72843,17339,45815,1756.23
7,1,2012,14,Chhattisgarh,Durg,807.07,1534.22,1092.1,61.93333333,93725,16214,50474,1900.97
8,1,2013,14,Chhattisgarh,Durg,819.44,1296.24,1568.0,81.75833333,80745,16124,42229,1581.86
9,1,2014,14,Chhattisgarh,Durg,834.87,1444.24,1379.7,73.175,92460,16253,54358,1729.89
10,1,2015,14,Chhattisgarh,Durg,817.68,880.6,1008.7,68.525,109099,19423,62410,1076.95
11,2,2005,14,Chhattisgarh,Bastar,635.47,788.65,1419.1,96.45,10661,1959,4827,1241.05
12,2,2006,14,Chhattisgarh,Bastar,546.54,836.54,1709.8,101.5666667,12218,2520,6136,1530.61
13,2,2007,14,Chhattisgarh,Bastar,626.07,927.73,1259.2,88.60833333,9710,715,3270,1481.83
14,2,2008,14,Chhattisgarh,Bastar,627.78,729.33,1398.3,86.50833333,11578,3579,5451,1161.76
15,2,2009,14,Chhattisgarh,Bastar,626.66,682.46,1030.9,48.66666667,17440,3212,9076,1089.04
16,2,2010,14,Chhattisgarh,Bastar,621.89,1184.98,1623.2,100.04166670000001,16819,5277,9675,1905.45
17,2,2011,14,Chhattisgarh,Bastar,627.73,772.88,1160.5,76.58333333,16701,3459,10399,1231.23
18,2,2012,14,Chhattisgarh,Bastar,637.8,1341.33,1542.6,94.65,16472,3495,8764,2103.06
19,2,2013,14,Chhattisgarh,Bastar,642.79,1265.91,1434.5,94.96666667,13070,2909,7129,1969.4
20,2,2014,14,Chhattisgarh,Bastar,646.7,1377.04,1476.6,90.65,21424,4606,11737,2129.33
21,2,2015,14,Chhattisgarh,Bastar,644.56,664.46,1538.5,115.725,19698,5141,13415,1030.87
22,3,2005,14,Chhattisgarh,Raipur,918.33,1147.58,1348.0,71.20833333,72879,15430,47155,1249.64
23,3,2006,14,Chhattisgarh,Raipur,918.39,1324.71,1206.7,68.51666667,101407,21781,46657,1442.43
24,3,2007,14,Chhattisgarh,Raipur,956.63,1483.28,1434.2,92.84166667,106660,30274,55126,1550.53
25,3,2008,14,Chhattisgarh,Raipur,942.24,1252.38,1114.5,73.45,106007,23481,53556,1329.15
26,3,2009,14,Chhattisgarh,Raipur,928.66,1307.24,937.5,30.475,115245,24550,59287,1407.66
27,3,2010,14,Chhattisgarh,Raipur,915.4,1521.13,1109.1,53.89166667,127705,27617,64093,1661.71
28,3,2011,14,Chhattisgarh,Raipur,958.01,1421.37,1322.9,85.79166667,143926,27341,66868,1483.67
29,3,2012,14,Chhattisgarh,Raipur,993.68,1974.69,1233.0,69.64166667,140933,12325,63782,1987.25
30,3,2013,14,Chhattisgarh,Raipur,1009.22,1749.21,1443.6,83.9,133516,16718,62690,1733.23
31,3,2014,14,Chhattisgarh,Raipur,1034.99,2127.73,1233.2,64.91666667,131220,20116,56975,2055.8
32,3,2015,14,Chhattisgarh,Raipur,986.91,1412.83,921.4,60.225,127207,16422,51969,1431.57
33,4,2005,14,Chhattisgarh,Bilaspur,711.59,874.16,1475.7,85.44166667,55418,5494,14434,1228.45
34,4,2006,14,Chhattisgarh,Bilaspur,712.81,1127.18,1091.7,60.19166667,60337,6684,17875,1581.33
35,4,2007,14,Chhattisgarh,Bilaspur,716.37,1160.03,1269.4,76.325,56764,4978,14927,1619.32
36,4,2008,14,Chhattisgarh,Bilaspur,749.56,1070.95,1047.0,68.01666667,51999,7429,20055,1428.76
37,4,2009,14,Chhattisgarh,Bilaspur,696.49,994.29,791.4,39.71666667,59188,7339,25472,1427.57
38,4,2010,14,Chhattisgarh,Bilaspur,705.67,1333.61,973.9,56.13333333,60950,8969,28185,1889.83
39,4,2011,14,Chhattisgarh,Bilaspur,749.08,1557.35,1290.1,88.66666667,79347,8989,29934,2079.01
40,4,2012,14,Chhattisgarh,Bilaspur,747.27,1746.82,1350.1,71.18333333,76076,5641,28892,2337.61
41,4,2013,14,Chhattisgarh,Bilaspur,726.15,1577.16,1449.5,95.43333333,74396,5533,25749,2171.95
42,4,2014,14,Chhattisgarh,Bilaspur,728.84,1683.92,1348.2,85.79166667,77949,6235,28868,2310.43
43,4,2015,14,Chhattisgarh,Bilaspur,731.83,1340.65,1056.8,68.59166667,75540,7911,32253,1831.92
44,5,2005,14,Chhattisgarh,Raigarh,421.56,417.86,1246.8,68.26666667,23120,2982,9291,991.22
45,5,2006,14,Chhattisgarh,Raigarh,421.04,437.91,1089.1,65.075,21975,3245,8460,1040.07
46,5,2007,14,Chhattisgarh,Raigarh,423.06,532.65,1291.8,79.125,23067,3014,9135,1259.04
47,5,2008,14,Chhattisgarh,Raigarh,423.29,500.83,1513.9,101.3166667,28705,5309,11004,1183.18
48,5,2009,14,Chhattisgarh,Raigarh,420.75,470.53,978.2,27.31666667,30471,4195,13966,1118.31
49,5,2010,14,Chhattisgarh,Raigarh,435.05,598.26,988.3,55.73333333,24194,4622,13785,1375.15
50,5,2011,14,Chhattisgarh,Raigarh,421.32,602.66,1288.5,84.95833333,30099,2241,14000,1430.41
51,5,2012,14,Chhattisgarh,Raigarh,422.65,641.28,1237.3,80.85,25807,1767,10948,1517.28
52,5,2013,14,Chhattisgarh,Raigarh,418.44,580.76,1221.3,69.6,25812,2344,11328,1387.92
53,5,2014,14,Chhattisgarh,Raigarh,408.9,657.79,1227.8,63.9,27928,4197,11565,1608.68
54,5,2015,14,Chhattisgarh,Raigarh,409.45,414.89,1192.1,71.38333333,31033,3660,14398,1013.29
55,6,2005,14,Chhattisgarh,Surguja,380.93,374.25,1120.1,75.16666667,17120,1499,4783,982.46
56,6,2006,14,Chhattisgarh,Surguja,383.16,403.92,1186.3,66.2,12305,1387,6099,1054.18
57,6,2007,14,Chhattisgarh,Surguja,380.88,435.45,1153.4,66.56666667,15725,2210,6950,1143.27
58,6,2008,14,Chhattisgarh,Surguja,382.59,449.93,1119.6,63.33333333,16910,3551,10337,1176.01
59,6,2009,14,Chhattisgarh,Surguja,376.0,270.74,564.1,27.45833333,20624,1606,13320,720.05
60,6,2010,14,Chhattisgarh,Surguja,371.28,399.46,596.7,31.725,14897,2961,10262,1075.9
61,6,2011,14,Chhattisgarh,Surguja,377.14,530.08,1383.6,94.4,13484,2471,10318,1405.53
62,6,2012,14,Chhattisgarh,Surguja,373.71,610.07,1122.5,65.025,22160,1782,11396,1632.47
63,6,2013,14,Chhattisgarh,Surguja,371.71,633.47,809.0,47.19166667,25632,3114,11078,1704.2
64,6,2014,14,Chhattisgarh,Surguja,381.43,687.04,840.0,54.61666667,22005,5317,11871,1801.22
65,6,2015,14,Chhattisgarh,Surguja,369.32,440.9,989.8,49.76666667,28205,4556,15297,1193.82
66,7,2005,6,Madhya Pradesh,Jabalpur,168.96,145.9,1806.2,73.90833333,20639,1042,12035,863.52
67,7,2006,6,Madhya Pradesh,Jabalpur,173.4,103.71,999.1,51.25833333,28205,1521,16181,598.1
68,7,2007,6,Madhya Pradesh,Jabalpur,153.8,53.52,1033.4,58.98333333,28086,2298,16387,347.98
69,7,2008,6,Madhya Pradesh,Jabalpur,173.3,103.69,1201.1,71.84166667,35173,4493,19890,598.33
70,7,2009,6,Madhya Pradesh,Jabalpur,135.2,78.8,1008.1,52.0,38809,4531,24312,582.84
71,7,2012,6,Madhya Pradesh,Jabalpur,182.13,292.91,1283.7,62.5,50877,3046,27139,1608.25
72,7,2013,6,Madhya Pradesh,Jabalpur,188.69,364.36,2109.7,128.1083333,57705,389,22933,1931.0
73,7,2014,6,Madhya Pradesh,Jabalpur,179.0,228.0,968.8,53.53333333,48381,1023,21016,1273.74
74,7,2015,6,Madhya Pradesh,Jabalpur,169.0,189.33,1043.9,57.79166667,57804,1271,23267,1120.3
75,8,2005,6,Madhya Pradesh,Balaghat,248.7,365.28,1937.9,115.4,10486,722,6693,1468.76
76,8,2006,6,Madhya Pradesh,Balaghat,248.65,299.34,1549.1,87.89166667,10663,744,6582,1203.86
77,8,2007,6,Madhya Pradesh,Balaghat,249.8,233.77,1257.1,71.15,12549,745,7523,935.83
78,8,2008,6,Madhya Pradesh,Balaghat,249.8,181.57,1325.4,85.24166667,13686,976,8278,726.86
79,8,2009,6,Madhya Pradesh,Balaghat,247.8,338.2,1010.6,36.85,14461,764,9454,1364.81
80,8,2012,6,Madhya Pradesh,Balaghat,260.77,486.46,1173.6,61.53333333,16377,484,8403,1865.48
81,8,2013,6,Madhya Pradesh,Balaghat,258.65,434.08,1428.8,76.475,15732,913,12464,1678.25
82,8,2014,6,Madhya Pradesh,Balaghat,245.0,449.33,1076.0,51.94166667,15649,596,10125,1834.0
83,8,2015,6,Madhya Pradesh,Balaghat,266.0,445.33,1004.7,66.69166667,19477,916,12859,1674.17
84,9,2005,6,Madhya Pradesh,Chhindwara,21.57,16.49,1212.0,62.79166667,16989,2197,6869,764.49
85,9,2006,6,Madhya Pradesh,Chhindwara,20.56,16.67,1093.5,60.10833333,20197,2242,7880,810.8
86,9,2007,6,Madhya Pradesh,Chhindwara,20.5,12.01,927.5,49.45833333,22965,2037,6989,585.85
87,9,2008,6,Madhya Pradesh,Chhindwara,19.3,9.57,668.0,45.01666667,20287,2771,6944,495.85
88,9,2009,6,Madhya Pradesh,Chhindwara,18.8,14.2,1162.3,36.425,30188,3829,10449,755.32
89,9,2012,6,Madhya Pradesh,Chhindwara,13.94,38.37,1078.7,65.55833333,35016,3192,14165,2752.51
90,9,2013,6,Madhya Pradesh,Chhindwara,13.81,28.05,1408.0,83.5,41304,2149,13320,2031.14
91,9,2014,6,Madhya Pradesh,Chhindwara,20.0,48.0,807.0,40.675,38309,3598,15624,2400.0
92,9,2015,6,Madhya Pradesh,Chhindwara,31.0,54.0,1133.3,74.5,47316,3922,17967,1741.94
93,10,2005,6,Madhya Pradesh,Narsinghpur,13.05,13.93,1585.6,47.31666667,9841,1543,4647,1067.43
94,10,2006,6,Madhya Pradesh,Narsinghpur,13.61,14.58,1084.4,56.54166667,13901,1694,5097,1071.27
95,10,2007,6,Madhya Pradesh,Narsinghpur,12.9,8.38,899.8,38.65833333,10666,848,4863,649.61
96,10,2008,6,Madhya Pradesh,Narsinghpur,13.1,8.05,947.4,59.93333333,11719,1699,7238,614.5
97,10,2009,6,Madhya Pradesh,Narsinghpur,13.4,14.9,1163.0,67.56666667,13128,2185,7769,1111.94
98,10,2012,6,Madhya Pradesh,Narsinghpur,12.91,17.21,1039.5,52.04166667,19500,846,12182,1333.08
99,10,2013,6,Madhya Pradesh,Narsinghpur,18.36,24.99,1821.0,104.925,15197,864,7618,1361.11
100,10,2014,6,Madhya Pradesh,Narsinghpur,18.0,25.33,915.2,46.43333333,19002,1062,8081,1407.22
101,10,2015,6,Madhya Pradesh,Narsinghpur,34.0,89.33,1006.1,53.35833333,24755,1579,10019,2627.35
102,11,2005,6,Madhya Pradesh,Seoni / Shivani,118.32,143.95,1449.1,75.96666667,6774,421,3821,1216.62
103,11,2006,6,Madhya Pradesh,Seoni / Shivani,119.39,135.81,1322.5,66.91666667,7324,418,4468,1137.53
104,11,2007,6,Madhya Pradesh,Seoni / Shivani,119.0,97.61,966.7,54.35,9964,366,5432,820.25
105,11,2008,6,Madhya Pradesh,Seoni / Shivani,115.6,77.42,942.9,51.40833333,9005,574,5966,669.72
106,11,2009,6,Madhya Pradesh,Seoni / Shivani,116.8,122.4,889.1,31.34166667,12456,689,7498,1047.95
107,11,2012,6,Madhya Pradesh,Seoni / Shivani,136.55,281.01,1118.5,61.65833333,18777,1107,10162,2057.93
108,11,2013,6,Madhya Pradesh,Seoni / Shivani,150.24,440.99,1734.7,102.0583333,21318,313,8514,2935.24
109,11,2014,6,Madhya Pradesh,Seoni / Shivani,139.0,199.33,880.3,45.10833333,23150,501,9939,1434.03
110,11,2015,6,Madhya Pradesh,Seoni / Shivani,169.0,238.67,1013.7,62.43333333,28360,602,11535,1412.25
111,12,2005,6,Madhya Pradesh,Mandla,193.13,142.17,1477.5,81.08333333,4218,68,911,736.14
112,12,2006,6,Madhya Pradesh,Mandla,192.71,129.68,1139.7,45.05,4775,79,1118,672.93
113,12,2007,6,Madhya Pradesh,Mandla,193.3,93.26,1173.9,66.98333333,5453,56,1519,482.46
114,12,2008,6,Madhya Pradesh,Mandla,194.1,90.35,1503.5,97.09166667,6659,111,1734,465.48
115,12,2009,6,Madhya Pradesh,Mandla,180.1,106.2,836.9,36.96666667,6574,129,2342,589.67
116,12,2012,6,Madhya Pradesh,Mandla,210.44,212.69,1387.9,61.15,8317,137,2653,1010.69
117,12,2013,6,Madhya Pradesh,Mandla,212.68,242.15,1828.1,103.4833333,9255,114,3263,1138.56
118,12,2014,6,Madhya Pradesh,Mandla,209.0,274.0,1229.1,70.70833333,11043,163,5309,1311.0
119,12,2015,6,Madhya Pradesh,Mandla,215.0,365.33,1195.8,73.63333333,11545,133,3925,1699.21
120,13,2005,6,Madhya Pradesh,Sagar,8.6,4.55,1644.6,52.71666667,7952,1426,7616,529.07
121,13,2006,6,Madhya Pradesh,Sagar,8.37,4.3,1040.1,51.725,11414,399,10931,513.74
122,13,2007,6,Madhya Pradesh,Sagar,6.6,2.38,746.5,40.475,10482,359,10786,360.61
123,13,2008,6,Madhya Pradesh,Sagar,6.4,2.24,1026.3,66.49166667,13408,1269,13787,350.0
124,13,2009,6,Madhya Pradesh,Sagar,6.0,3.7,975.5,59.10833333,14692,875,13937,616.67
125,13,2012,6,Madhya Pradesh,Sagar,5.26,3.33,912.3,53.425,16692,537,20275,633.08
126,13,2013,6,Madhya Pradesh,Sagar,4.78,2.09,1934.5,101.1083333,17502,197,16032,437.24
127,13,2014,6,Madhya Pradesh,Sagar,5.0,5.33,865.5,50.28333333,16268,291,12896,1066.0
128,13,2015,6,Madhya Pradesh,Sagar,7.0,2.0,765.7,41.8,18385,833,16735,285.71
129,14,2005,6,Madhya Pradesh,Damoh,53.3,34.4,1666.8,62.03333333,4088,379,3148,645.4
130,14,2006,6,Madhya Pradesh,Damoh,53.26,28.78,806.0,38.91666667,5593,147,5098,540.37
131,14,2007,6,Madhya Pradesh,Damoh,53.9,20.53,888.9,54.975,5184,231,4344,380.89
132,14,2008,6,Madhya Pradesh,Damoh,56.3,28.64,1259.4,83.59166667,6956,373,6936,508.7
133,14,2009,6,Madhya Pradesh,Damoh,55.6,37.5,683.3,37.775,7441,257,6943,674.46
134,14,2012,6,Madhya Pradesh,Damoh,56.3,55.93,1097.6,45.91666667,11776,182,11662,993.43
135,14,2013,6,Madhya Pradesh,Damoh,55.63,62.31,1793.8,110.19166670000001,9242,35,7013,1120.08
136,14,2014,6,Madhya Pradesh,Damoh,66.0,70.67,824.4,54.475,10116,92,5627,1070.76
137,14,2015,6,Madhya Pradesh,Damoh,73.0,82.67,971.4,62.53333333,11349,88,7231,1132.47
138,15,2005,6,Madhya Pradesh,Tikamgarh,18.37,9.02,713.4,25.45,7418,519,4227,491.02
139,15,2006,6,Madhya Pradesh,Tikamgarh,14.49,5.72,593.7,19.25833333,6619,101,4971,394.75
140,15,2007,6,Madhya Pradesh,Tikamgarh,11.7,1.32,388.0,24.71666667,3574,49,3242,112.82
141,15,2008,6,Madhya Pradesh,Tikamgarh,12.9,4.82,1316.5,88.9,16122,210,13525,373.64
142,15,2009,6,Madhya Pradesh,Tikamgarh,12.7,5.2,735.9,42.90833333,11572,119,8584,409.45
143,15,2012,6,Madhya Pradesh,Tikamgarh,11.77,5.6,817.8,39.0,12358,17,12583,475.79
144,15,2013,6,Madhya Pradesh,Tikamgarh,11.41,4.01,1314.8,65.81666667,12106,16,9673,351.45
145,15,2014,6,Madhya Pradesh,Tikamgarh,13.0,5.33,868.4,49.73333333,11652,206,6022,410.0
146,15,2015,6,Madhya Pradesh,Tikamgarh,6.0,0.67,685.0,37.33333333,9184,8,4690,111.67
147,16,2005,6,Madhya Pradesh,Chhatarpur,15.08,9.7,1006.6,45.08333333,11426,546,7361,643.24
148,16,2006,6,Madhya Pradesh,Chhatarpur,11.87,5.02,648.9,27.93333333,9427,65,7972,422.91
149,16,2007,6,Madhya Pradesh,Chhatarpur,11.3,2.38,575.2,36.30833333,7071,150,5887,210.62
150,16,2008,6,Madhya Pradesh,Chhatarpur,11.3,4.88,938.3,57.35,18199,334,16576,431.86
151,16,2009,6,Madhya Pradesh,Chhatarpur,9.7,4.4,741.8,42.51666667,13308,144,11085,453.61
152,16,2012,6,Madhya Pradesh,Chhatarpur,5.79,2.17,835.6,48.71666667,20876,106,15805,374.78
153,16,2013,6,Madhya Pradesh,Chhatarpur,5.37,4.75,1502.4,97.03333333,16810,31,12032,884.54
154,16,2014,6,Madhya Pradesh,Chhatarpur,10.0,8.67,746.2,43.675,15278,123,10845,867.0
155,16,2015,6,Madhya Pradesh,Chhatarpur,8.0,2.67,799.1,48.45,16167,87,9695,333.75
156,17,2005,6,Madhya Pradesh,Panna,60.75,37.7,1494.4,68.33333333,2211,144,2352,620.58
157,17,2006,6,Madhya Pradesh,Panna,56.22,25.5,606.5,33.275,2202,63,2186,453.58
158,17,2007,6,Madhya Pradesh,Panna,49.8,15.31,405.7,20.65,2087,103,2473,307.43
159,17,2008,6,Madhya Pradesh,Panna,57.1,29.37,584.8,26.31666667,3574,263,4286,514.36
160,17,2009,6,Madhya Pradesh,Panna,58.3,28.6,761.2,44.475,3882,66,3958,490.57
161,17,2012,6,Madhya Pradesh,Panna,63.64,64.91,1094.7,62.35833333,6446,26,5613,1019.96
162,17,2013,6,Madhya Pradesh,Panna,80.65,91.51,1621.9,106.7,8051,41,5978,1134.66
163,17,2014,6,Madhya Pradesh,Panna,56.0,76.67,709.0,41.46666667,6222,50,3941,1369.11
164,17,2015,6,Madhya Pradesh,Panna,55.0,17.33,777.3,45.03333333,6520,10,4739,315.09
165,18,2005,6,Madhya Pradesh,Rewa,143.32,138.12,964.8,66.75,11227,1147,5604,963.72
166,18,2006,6,Madhya Pradesh,Rewa,137.69,89.17,698.0,27.89166667,13517,430,6797,647.61
167,18,2007,6,Madhya Pradesh,Rewa,131.6,45.54,864.2,59.95,10328,275,5405,346.05
168,18,2008,6,Madhya Pradesh,Rewa,136.9,88.24,842.9,40.79166667,12370,648,8460,644.56
169,18,2009,6,Madhya Pradesh,Rewa,124.9,79.8,618.8,30.73333333,11186,136,8059,638.91
170,18,2012,6,Madhya Pradesh,Rewa,123.51,199.65,1224.2,50.125,16764,106,9875,1616.47
171,18,2013,6,Madhya Pradesh,Rewa,119.62,214.11,1479.2,81.28333333,18662,66,8842,1789.92
172,18,2014,6,Madhya Pradesh,Rewa,136.0,246.0,957.9,59.61666667,13590,336,7709,1808.82
173,18,2015,6,Madhya Pradesh,Rewa,121.0,114.67,803.1,42.96666667,19727,76,9864,947.69
174,19,2005,6,Madhya Pradesh,Sidhi,124.63,91.89,785.8,31.08333333,5785,442,2584,737.3
175,19,2006,6,Madhya Pradesh,Sidhi,127.04,103.52,1202.0,70.98333333,6025,94,2960,814.86
176,19,2007,6,Madhya Pradesh,Sidhi,122.6,53.0,775.5,54.625,5168,65,2400,432.3
177,19,2008,6,Madhya Pradesh,Sidhi,122.4,48.11,785.4,43.16666667,6163,137,3577,393.06
178,19,2009,6,Madhya Pradesh,Sidhi,116.4,73.4,634.7,31.71666667,5709,39,3858,630.58
179,19,2012,6,Madhya Pradesh,Sidhi,115.75,238.24,1487.4,84.7,7717,40,4611,2058.23
180,19,2013,6,Madhya Pradesh,Sidhi,116.25,172.7,1327.3,66.55833333,10087,62,4503,1485.59
181,19,2014,6,Madhya Pradesh,Sidhi,100.0,126.0,1242.7,82.025,6134,50,3379,1260.0
182,19,2015,6,Madhya Pradesh,Sidhi,118.0,137.33,806.0,48.08333333,6962,18,3812,1163.81
183,20,2005,6,Madhya Pradesh,Satna,103.74,123.3,1471.6,55.91666667,15131,1336,10824,1188.55
184,20,2006,6,Madhya Pradesh,Satna,94.92,60.92,779.9,33.43333333,16007,350,12213,641.8
185,20,2007,6,Madhya Pradesh,Satna,89.7,22.37,741.4,49.54166667,14661,597,9748,249.39
186,20,2008,6,Madhya Pradesh,Satna,90.3,39.01,754.0,45.59166667,17159,863,11335,432.0
187,20,2009,6,Madhya Pradesh,Satna,82.6,53.5,830.9,51.94166667,16803,531,12817,647.7
188,20,2012,6,Madhya Pradesh,Satna,85.38,197.67,959.6,56.65833333,19946,251,14640,2315.18
189,20,2013,6,Madhya Pradesh,Satna,82.07,188.56,1351.2,84.38333333,23321,110,10575,2297.55
190,20,2014,6,Madhya Pradesh,Satna,104.0,201.33,808.9,46.70833333,20380,468,10488,1935.87
191,20,2015,6,Madhya Pradesh,Satna,104.0,238.0,1081.4,64.98333333,24799,220,13200,2288.46
192,21,2005,6,Madhya Pradesh,Shahdol,254.5,250.39,1485.0,73.28333333,3760,306,2685,983.85
193,21,2006,6,Madhya Pradesh,Shahdol,253.22,208.91,1065.2,48.48333333,4677,190,3269,825.01
194,21,2007,6,Madhya Pradesh,Shahdol,254.6,100.06,1050.1,62.50833333,4766,200,3417,393.01
195,21,2008,6,Madhya Pradesh,Shahdol,253.0,149.96,945.2,52.01666667,5640,185,4692,592.73
196,21,2009,6,Madhya Pradesh,Shahdol,236.0,165.9,640.7,29.56666667,5406,236,4572,702.97
197,21,2012,6,Madhya Pradesh,Shahdol,257.73,383.9,982.9,50.11666667,31118,11748,20663,1489.54
198,21,2013,6,Madhya Pradesh,Shahdol,257.18,484.88,1055.3,68.23333333,34438,7571,21064,1885.37
199,21,2014,6,Madhya Pradesh,Shahdol,269.0,510.67,990.1,68.75833333,34981,12180,21875,1898.4
200,21,2015,6,Madhya Pradesh,Shahdol,229.0,378.0,787.7,41.00833333,37234,10930,23643,1650.66
201,22,2005,6,Madhya Pradesh,Gwalior,17.54,40.56,718.3,25.88333333,17501,999,7577,2312.43
202,22,2006,6,Madhya Pradesh,Gwalior,15.93,37.38,545.1,29.79166667,19111,703,9541,2346.52
203,22,2007,6,Madhya Pradesh,Gwalior,11.7,11.09,540.5,33.78333333,19200,559,8023,947.86
204,22,2008,6,Madhya Pradesh,Gwalior,31.0,53.99,768.8,45.925,29172,899,14819,1741.61
205,22,2009,6,Madhya Pradesh,Gwalior,21.0,54.1,479.7,26.0,28963,2853,16515,2576.19
206,22,2012,6,Madhya Pradesh,Gwalior,49.16,89.43,850.7,44.44166667,34754,452,17453,1819.16
207,22,2013,6,Madhya Pradesh,Gwalior,57.51,135.09,1027.4,66.725,35106,295,12265,2348.98
208,22,2014,6,Madhya Pradesh,Gwalior,49.0,111.33,712.4,42.84166667,33372,236,11539,2272.04
209,22,2015,6,Madhya Pradesh,Gwalior,53.0,150.0,861.3,40.95833333,29113,343,8785,2830.19
210,23,2005,6,Madhya Pradesh,Shivpuri,6.16,5.85,741.3,27.38333333,9696,641,8036,949.68
211,23,2006,6,Madhya Pradesh,Shivpuri,5.12,4.75,580.7,33.90833333,10094,344,7729,927.73
212,23,2007,6,Madhya Pradesh,Shivpuri,5.1,2.57,525.0,30.80833333,10457,646,8303,503.92
213,23,2008,6,Madhya Pradesh,Shivpuri,8.0,6.01,795.5,50.80833333,15808,410,12705,751.25
214,23,2009,6,Madhya Pradesh,Shivpuri,8.0,10.9,731.1,39.725,16257,810,13681,1362.5
215,23,2012,6,Madhya Pradesh,Shivpuri,13.4,19.88,949.7,45.75,19251,270,16355,1483.58
216,23,2013,6,Madhya Pradesh,Shivpuri,14.63,17.06,1331.7,71.45833333,20816,662,14296,1166.1
217,23,2014,6,Madhya Pradesh,Shivpuri,14.0,17.33,817.2,42.96666667,20198,207,14004,1237.86
218,23,2015,6,Madhya Pradesh,Shivpuri,11.0,27.33,769.4,45.40833333,18939,370,13508,2484.55
219,24,2005,6,Madhya Pradesh,Guna,1.64,1.24,911.1,32.71666667,11466,1019,8132,756.1
220,24,2006,6,Madhya Pradesh,Guna,1.6,1.21,993.9,52.45833333,15808,260,9804,756.25
221,24,2007,6,Madhya Pradesh,Guna,1.6,0.8,765.8,42.51666667,14429,499,9298,500.0
222,24,2008,6,Madhya Pradesh,Guna,1.4,0.59,980.6,68.675,16345,252,13045,421.43
223,24,2009,6,Madhya Pradesh,Guna,1.3,1.1,616.6,35.39166667,15191,304,13611,846.15
224,24,2012,6,Madhya Pradesh,Guna,1.87,4.52,759.5,39.19166667,13587,64,11142,2417.11
225,24,2013,6,Madhya Pradesh,Guna,1.92,3.17,1678.5,83.25,17679,92,10416,1651.04
226,24,2014,6,Madhya Pradesh,Guna,3.0,6.66,927.4,53.63333333,19384,53,10595,2220.0
227,24,2015,6,Madhya Pradesh,Guna,4.0,6.0,1201.7,49.175,21240,217,10919,1500.0
228,25,2005,6,Madhya Pradesh,Datia,1.68,1.59,483.2,18.975,7900,346,2407,946.43
229,25,2006,6,Madhya Pradesh,Datia,1.46,1.23,436.0,32.75,9501,123,3475,842.47
230,25,2007,6,Madhya Pradesh,Datia,1.5,0.92,568.4,38.54166667,11543,269,4788,613.33
231,25,2008,6,Madhya Pradesh,Datia,4.0,3.3,1044.0,62.425,13739,70,7302,825.0
232,25,2009,6,Madhya Pradesh,Datia,4.3,5.0,642.1,35.225,13505,681,7278,1162.79
233,25,2012,6,Madhya Pradesh,Datia,8.08,16.53,904.5,38.84166667,16431,496,8058,2045.79
234,25,2013,6,Madhya Pradesh,Datia,12.14,13.9,1166.0,75.38333333,14175,167,3742,1144.98
235,25,2014,6,Madhya Pradesh,Datia,30.0,29.33,724.3,42.95,17008,17,5375,977.67
236,25,2015,6,Madhya Pradesh,Datia,14.0,24.0,679.6,35.16666667,24870,80,2712,1714.29
237,26,2005,6,Madhya Pradesh,Morena,4.09,7.7,687.3,24.63333333,32368,649,8945,1882.64
238,26,2006,6,Madhya Pradesh,Morena,4.33,9.68,389.2,26.425,29937,587,12037,2235.57
239,26,2007,6,Madhya Pradesh,Morena,4.8,11.88,431.4,31.7,37805,1194,13499,2475.0
240,26,2008,6,Madhya Pradesh,Morena,7.5,11.75,777.7,46.33333333,42117,1233,17953,1566.67
241,26,2009,6,Madhya Pradesh,Morena,10.1,25.2,634.4,44.51666667,41861,1498,18646,2495.05
242,26,2012,6,Madhya Pradesh,Morena,13.71,50.67,838.9,41.525,42523,323,19369,3695.84
243,26,2013,6,Madhya Pradesh,Morena,16.11,58.64,1054.5,62.6,48620,339,14771,3639.98
244,26,2014,6,Madhya Pradesh,Morena,20.0,46.0,493.5,33.75,45769,364,15761,2300.0
245,26,2015,6,Madhya Pradesh,Morena,20.0,70.0,567.9,32.21666667,49450,325,14735,3500.0
246,27,2005,6,Madhya Pradesh,Bhind,3.73,7.84,452.7,19.175,16762,1242,6319,2101.88
247,27,2006,6,Madhya Pradesh,Bhind,0.41,0.83,401.9,18.325,16351,341,7585,2024.39
248,27,2007,6,Madhya Pradesh,Bhind,0.3,0.4,478.6,29.7,18442,780,7806,1333.33
249,27,2008,6,Madhya Pradesh,Bhind,10.3,11.81,973.5,54.275,21146,378,12396,1146.6
