Dist_Code,Year,State_Code,State_Name,Dist_Name,Rice_Area,RICE_PRODUCTION,ANNUAL_RAIN,avg_rain,Nitrogen,POTASH,PHOSPHATE,DYSTROPEPTS,FLUVENTS,INCEPTISOLS,LOAMY_ALFISOL,ORTHENTS,ORTHIDS,PSAMMENTS,SANDY_ALFISOL,UDALFS,UDOLLS_UDALFS,UDUPTS_UDALFS,USTALF_USTOLLS,USTALFS,VERTIC_SOILS,VERTISOLS,RICE_YIELD
86,2015,11,Tamil Nadu,Salem,92.85,434.67,1135.3,91.95,67254,23667,34285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4681.42
87,2005,11,Tamil Nadu,Coimbatore,103.4,253.24,1334.9,104.8583333,61252,38386,27956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2449.13
87,2006,11,Tamil Nadu,Coimbatore,99.59,308,765.6,61.94166667,58951,37810,29953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3092.68
87,2007,11,Tamil Nadu,Coimbatore,95.15,184.01,721.8,56.89166667,58576,41957,23882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1933.89
87,2008,11,Tamil Nadu,Coimbatore,104.49,194.89,1223,84.18333333,54327,40816,22574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1865.15
87,2009,11,Tamil Nadu,Coimbatore,104.1,223.42,847.9,69.6,52219,37414,23264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2146.21
87,2010,11,Tamil Nadu,Coimbatore,101.47,242.76,856.2,68.01666667,57246,36338,24290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2392.48
87,2011,11,Tamil Nadu,Coimbatore,100.52,369.22,-1,22.625,55554,32563,28085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3672.92
87,2012,11,Tamil Nadu,Coimbatore,85.87,248.58,559.5,42.6,45896,18072,17160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2894.67
87,2013,11,Tamil Nadu,Coimbatore,78.57,151.73,898.3,64.34166667,40033,19666,14530,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1931.27
87,2014,11,Tamil Nadu,Coimbatore,74.8,320.06,1221.9,82.675,46296,26260,19380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4278.88
87,2015,11,Tamil Nadu,Coimbatore,80.98,291.01,992.8,78.38333333,52116,25517,21137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3593.32
88,2005,11,Tamil Nadu,Tiruchirapalli / Trichy,173.54,521.63,1345.4,105.45,70761,41776,40179,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,3005.87
88,2006,11,Tamil Nadu,Tiruchirapalli / Trichy,153.61,572.58,760.5,63.325,88430,56503,46555,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,3727.38
88,2007,11,Tamil Nadu,Tiruchirapalli / Trichy,137.92,476.5,881.1,70.41666667,100454,63639,47694,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,3454.82
88,2008,11,Tamil Nadu,Tiruchirapalli / Trichy,154.76,576.85,1058.8,79.23333333,105578,67656,44864,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,3727.25
88,2009,11,Tamil Nadu,Tiruchirapalli / Trichy,147.36,576.62,675.8,55.61666667,95992,56997,42764,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,3912.95
88,2010,11,Tamil Nadu,Tiruchirapalli / Trichy,150.38,598.76,962.7,76.39166667,95911,51291,43088,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,3981.63
88,2011,11,Tamil Nadu,Tiruchirapalli / Trichy,144.77,638.76,-1,8.066666667,107788,47674,54336,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,4412.36
88,2012,11,Tamil Nadu,Tiruchirapalli / Trichy,85.54,259.44,419.8,34.98333333,83411,24631,33495,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,3032.89
88,2013,11,Tamil Nadu,Tiruchirapalli / Trichy,115.8,589.95,522.9,43.46666667,78183,25227,29089,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,5094.65
88,2014,11,Tamil Nadu,Tiruchirapalli / Trichy,125.77,609.89,535.9,43.54166667,84259,32101,33209,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,4849.1
88,2015,11,Tamil Nadu,Tiruchirapalli / Trichy,137.32,601.54,864.4,70.94166667,91864,33772,40816,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,4380.47
89,2005,11,Tamil Nadu,Thanjavur,483.03,837.03,1464.2,117.6333333,94647,34755,32993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732.86
89,2006,11,Tamil Nadu,Thanjavur,519.19,1866.86,841.7,69.99166667,82446,34987,30058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595.75
89,2007,11,Tamil Nadu,Thanjavur,468.18,1133.67,1067.6,85.925,72779,38143,26167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421.46
89,2008,11,Tamil Nadu,Thanjavur,539.92,855.04,1448.8,115.9,94697,43098,35622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583.66
89,2009,11,Tamil Nadu,Thanjavur,501.16,1400.38,1296.7,107.1666667,95495,41857,38296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794.29
89,2010,11,Tamil Nadu,Thanjavur,496.12,1140.85,1373.8,111.1583333,86317,36841,33712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299.56
89,2011,11,Tamil Nadu,Thanjavur,450.12,1813.04,-1,10.325,100022,33438,44196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4027.91
89,2012,11,Tamil Nadu,Thanjavur,450.22,834.93,685.5,54.49166667,73799,16343,23575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.48
89,2013,11,Tamil Nadu,Thanjavur,507.5,2316.46,715.7,58.68333333,92679,23701,29859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4564.48
89,2014,11,Tamil Nadu,Thanjavur,543.51,2195.63,910.6,71.575,96777,26749,31477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039.75
89,2015,11,Tamil Nadu,Thanjavur,548.65,1696.83,1103.8,88.05833333,101131,27026,36700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3092.72
90,2005,11,Tamil Nadu,Madurai,110.43,375.08,1258.3,98.975,52129,26845,24464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3396.54
90,2006,11,Tamil Nadu,Madurai,100.76,412.98,814.7,67.88333333,53553,21012,23726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4098.65
90,2007,11,Tamil Nadu,Madurai,93.54,344.38,766.6,63.15,46911,24532,18588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3681.63
90,2008,11,Tamil Nadu,Madurai,101.92,420.18,998.2,78.4,67143,37996,23934,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4122.65
90,2009,11,Tamil Nadu,Madurai,83.01,360.18,834.2,60.875,59534,33398,25507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4339
90,2010,11,Tamil Nadu,Madurai,94.77,432.12,1225.9,98.15833333,63394,31028,26168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4559.67
90,2011,11,Tamil Nadu,Madurai,99.54,486.75,-1,15.375,65922,29105,30940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4889.99
90,2012,11,Tamil Nadu,Madurai,37.82,143.45,548.4,43.35,45159,12958,19542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3792.97
90,2013,11,Tamil Nadu,Madurai,52,240.54,610.2,50.48333333,39164,13229,17355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4625.77
90,2014,11,Tamil Nadu,Madurai,73.63,340.08,744.2,60.68333333,46643,14709,20325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4618.77
90,2015,11,Tamil Nadu,Madurai,85.6,354.99,1002.5,81.71666667,51926,17755,22215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4147.08
91,2005,11,Tamil Nadu,Ramananthapuram,248.1,538.3,1274.8,102.2,27141,8226,9436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169.69
91,2006,11,Tamil Nadu,Ramananthapuram,244.55,490.85,1634.5,136.0916667,30203,5966,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.16
91,2007,11,Tamil Nadu,Ramananthapuram,228.71,201.91,787.8,62.90833333,19192,6499,6670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882.82
91,2008,11,Tamil Nadu,Ramananthapuram,242.13,439.72,1477.9,120.5583333,32608,9964,13455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816.05
91,2009,11,Tamil Nadu,Ramananthapuram,237.84,437.7,565.6,47.13333333,27916,9234,11565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.31
91,2010,11,Tamil Nadu,Ramananthapuram,245.9,536.94,1104.6,88.35833333,27649,8468,10964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183.57
91,2011,11,Tamil Nadu,Ramananthapuram,242.4,866.89,-1,8.183333333,29106,7408,10287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3576.28
91,2012,11,Tamil Nadu,Ramananthapuram,210.11,239.34,536.5,43.35833333,22617,4353,8690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139.12
91,2013,11,Tamil Nadu,Ramananthapuram,196.9,148.16,579.9,47.75833333,13434,2426,5416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.46
91,2014,11,Tamil Nadu,Ramananthapuram,201.57,729.45,935.7,77.95833333,22446,5568,6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3618.84
91,2015,11,Tamil Nadu,Ramananthapuram,212.4,593.55,1018.9,82.95833333,31571,4852,11153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794.49
92,2005,11,Tamil Nadu,Thirunelveli,106.33,390.89,1022.6,78.34166667,37526,16964,14678,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3676.2
92,2006,11,Tamil Nadu,Thirunelveli,113.26,479.28,1177,95.85833333,40452,16020,15874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4231.68
92,2007,11,Tamil Nadu,Thirunelveli,101.77,388.68,840.3,66.025,36704,17517,10605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3819.2
92,2008,11,Tamil Nadu,Thirunelveli,113.72,482.37,1286.7,103.9833333,45232,21494,18456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4241.73
92,2009,11,Tamil Nadu,Thirunelveli,105.54,452.56,677.1,56.36666667,42198,19654,15954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4288.04
92,2010,11,Tamil Nadu,Thirunelveli,99.77,441.26,835.1,64.30833333,40109,14865,13638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4422.77
92,2011,11,Tamil Nadu,Thirunelveli,121.6,441.97,-1,16.35,38383,15445,16218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3634.62
92,2012,11,Tamil Nadu,Thirunelveli,51.63,207.05,724.1,59.00833333,30088,5927,12936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4010.27
92,2013,11,Tamil Nadu,Thirunelveli,74.01,418.44,918.4,72.325,25544,6746,9645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5653.83
92,2014,11,Tamil Nadu,Thirunelveli,101.1,517.33,1350.8,111.3916667,35144,7232,12627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5117.01
92,2015,11,Tamil Nadu,Thirunelveli,117.07,563.01,1547.7,127.7916667,42568,8957,14752,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4809.17
93,2005,11,Tamil Nadu,The Nilgiris,1.43,4.72,2401.3,162.5166667,3824,4543,1346,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3300.7
93,2006,11,Tamil Nadu,The Nilgiris,1.25,4,1658.5,125.2833333,3200,4284,1540,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3200
93,2007,11,Tamil Nadu,The Nilgiris,1.11,4.29,1872.8,132.7,3348,3547,1390,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3864.86
93,2008,11,Tamil Nadu,The Nilgiris,0.78,3.05,2216.6,155.2333333,3697,4539,1827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3910.26
93,2009,11,Tamil Nadu,The Nilgiris,0.51,1.78,1044.4,87.03333333,4806,4293,1194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3490.2
93,2010,11,Tamil Nadu,The Nilgiris,0.39,1.4,1889.1,126.3333333,4393,3111,817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3589.74
93,2011,11,Tamil Nadu,The Nilgiris,0.4,1.65,-1,24.08333333,3841,2682,1568,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4125
93,2012,11,Tamil Nadu,The Nilgiris,0.29,1.15,1467.6,107.2083333,3078,2231,547,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3965.52
93,2013,11,Tamil Nadu,The Nilgiris,0.33,1.42,1534.2,103.7916667,3689,2337,646,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4303.03
93,2014,11,Tamil Nadu,The Nilgiris,0.03,0.15,1957.1,135.7083333,2859,2192,435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5000
93,2015,11,Tamil Nadu,The Nilgiris,0.32,1.42,1720.7,135.575,2544,2631,648,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4437.5
94,2012,11,Tamil Nadu,Kanyakumari,12.41,57.88,810.8,62.63333333,5037,1586,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4663.98
94,2013,11,Tamil Nadu,Kanyakumari,13.62,66.7,1201.4,90.60833333,6693,2406,2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4897.21
94,2014,11,Tamil Nadu,Kanyakumari,13.18,66.94,1316.2,107.2416667,7206,3266,3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5078.91
94,2015,11,Tamil Nadu,Kanyakumari,12.96,55.79,1814.1,147.9916667,8089,2793,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4304.78
96,2005,7,Maharashtra,Thane,139.5,310.6,3563.1,193.8416667,16542,2351,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,2226.52
96,2006,7,Maharashtra,Thane,140.2,257.4,3139.3,165.4666667,18965,2618,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,1835.95
96,2007,7,Maharashtra,Thane,140.6,309.25,2594.7,155.9166667,20551,2857,2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,2199.5
96,2008,7,Maharashtra,Thane,140.6,303.4,2781.4,154.6916667,18098,1866,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,2157.89
96,2009,7,Maharashtra,Thane,138.6,290.76,1990.2,58.30833333,17863,1783,3346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,2097.84
96,2012,7,Maharashtra,Thane,139.6,362.94,2192.9,122.2666667,16722,1911,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,2599.86
96,2013,7,Maharashtra,Thane,139.6,334,3026.5,155.7333333,17433,2112,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,2392.55
96,2014,7,Maharashtra,Thane,132.8,328.7,2472.3,100.4583333,18932,2116,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,2475.15
96,2015,7,Maharashtra,Thane,133.9,306.5,1827.9,97.5,18891,1843,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,2289.02
97,2005,7,Maharashtra,Raigad,129.5,295,3975.7,202.825,11097,704,1081,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.45,0,2277.99
97,2006,7,Maharashtra,Raigad,132.2,314.5,3831.9,200.4083333,12789,799,1281,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.45,0,2378.97
97,2007,7,Maharashtra,Raigad,133.1,334.62,3757.1,227.7333333,13250,1480,1898,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.45,0,2514.05
97,2008,7,Maharashtra,Raigad,132.3,359.8,3323.2,200.8583333,11350,996,2464,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.45,0,2719.58
97,2009,7,Maharashtra,Raigad,130.4,329.43,2256.5,89.26666667,11986,3073,1638,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.45,0,2526.3
97,2012,7,Maharashtra,Raigad,127.9,333.33,3071.3,177.7916667,11443,1017,1905,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.45,0,2606.18
97,2013,7,Maharashtra,Raigad,127.9,365.9,3802.7,174.225,11299,1624,2952,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.45,0,2860.83
97,2014,7,Maharashtra,Raigad,125.3,350.8,2957.5,128.2416667,13595,1392,1817,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.45,0,2799.68
97,2015,7,Maharashtra,Raigad,115.6,339.9,2244.4,141.7583333,12719,1412,1989,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.45,0,2940.31
98,2005,7,Maharashtra,Ratnagiri,155.9,419.4,3634.6,190.1666667,11451,2496,2763,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2690.19
98,2006,7,Maharashtra,Ratnagiri,156.8,440.4,3698.7,214.6916667,13344,3041,3725,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2808.67
98,2007,7,Maharashtra,Ratnagiri,155.9,410.49,4076.2,266.3416667,15426,3649,3601,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2633.03
98,2008,7,Maharashtra,Ratnagiri,156,417.1,2991.2,194.2416667,10343,2861,3569,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2673.72
98,2009,7,Maharashtra,Ratnagiri,155.9,407.55,2874.4,126.975,11103,2576,4974,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2614.18
98,2012,7,Maharashtra,Ratnagiri,150.7,428.18,3720.7,204.9166667,10795,2032,2663,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2841.27
98,2013,7,Maharashtra,Ratnagiri,148.9,451.6,4357.4,214.2833333,10968,1877,2402,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3032.91
98,2014,7,Maharashtra,Ratnagiri,142.5,448.3,3034.5,129.5416667,11034,2296,2706,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3145.96
98,2015,7,Maharashtra,Ratnagiri,138.2,370.2,2354,162.1333333,13365,2951,4214,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2678.73
99,2005,7,Maharashtra,Nasik,50.3,58.7,1490.7,91.275,67329,15650,37760,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,1167
99,2006,7,Maharashtra,Nasik,49,49.6,1573.9,88.1,76220,17446,42278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,1012.24
99,2007,7,Maharashtra,Nasik,50.6,68.4,1195.7,70.51666667,76752,21533,38708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,1351.78
99,2008,7,Maharashtra,Nasik,51.2,65.8,1184.1,78.15833333,85549,21793,52105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,1285.16
99,2009,7,Maharashtra,Nasik,48.1,18.84,742.9,30.95833333,91858,26049,53508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,391.68
99,2012,7,Maharashtra,Nasik,67.9,80.79,950.6,55,77097,18791,39087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,1189.84
99,2013,7,Maharashtra,Nasik,72.6,93.3,1211.6,67.125,91831,22270,51200,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,1285.12
99,2014,7,Maharashtra,Nasik,71.2,86.7,1073.5,57.86666667,89524,26118,47561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,1217.7
99,2015,7,Maharashtra,Nasik,69.6,101.1,838.7,48.675,80910,24208,50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,1452.59
100,2005,7,Maharashtra,Dhule,24.8,35.9,558.3,35.38333333,52970,9783,16878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1447.58
100,2006,7,Maharashtra,Dhule,25.1,19,942.5,55.64166667,60716,11073,19990,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,756.97
100,2007,7,Maharashtra,Dhule,25.4,34.74,598.1,34.88333333,71213,14529,19852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1367.72
100,2008,7,Maharashtra,Dhule,25.8,24.9,472.1,26.56666667,67765,17312,24739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,965.12
100,2009,7,Maharashtra,Dhule,23.6,15.24,565.7,31.53333333,72245,21342,28162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,645.76
100,2012,7,Maharashtra,Dhule,27.2,35.76,404.3,19.40833333,72072,19332,24557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1314.71
100,2013,7,Maharashtra,Dhule,30.2,30,921.1,53.65833333,79135,20672,25474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,993.38
100,2014,7,Maharashtra,Dhule,18.3,9,621.3,32.91666667,77496,24221,26030,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,491.8
100,2015,7,Maharashtra,Dhule,21.2,20,540.7,37.24166667,78449,28109,31022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,943.4
101,2005,7,Maharashtra,Jalgaon,0.2,0.3,541,32.75833333,69918,36001,37005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1500
101,2006,7,Maharashtra,Jalgaon,0.1,0.1,1239.3,73.225,80208,41484,45070,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1000
101,2007,7,Maharashtra,Jalgaon,0.1,0.14,595.4,28.98333333,94338,54208,48087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1400
101,2008,7,Maharashtra,Jalgaon,0,0,547.3,33.8,110747,59126,53760,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,0
101,2009,7,Maharashtra,Jalgaon,0.2,0.09,594.7,30.81666667,123342,62156,65137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,450
101,2012,7,Maharashtra,Jalgaon,0.03,0,408.1,20.21666667,93536,45512,37787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,0
101,2013,7,Maharashtra,Jalgaon,0,0,929.4,56.525,113324,52694,42771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,0
101,2014,7,Maharashtra,Jalgaon,0,0,749.1,41.425,118632,62580,45624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,0
101,2015,7,Maharashtra,Jalgaon,0,0,494.7,37.4,99625,59641,46836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,0
102,2005,7,Maharashtra,Ahmednagar,8,3.5,641.5,41.21666667,79537,28889,42624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,437.5
102,2006,7,Maharashtra,Ahmednagar,8.4,6.6,771.8,53.95833333,89816,32541,47660,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,785.71
102,2007,7,Maharashtra,Ahmednagar,8.6,10.24,591.2,40.78333333,82187,34346,44321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,1190.7
102,2008,7,Maharashtra,Ahmednagar,9.3,9.1,648.9,48.64166667,84639,29996,52336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,978.49
102,2009,7,Maharashtra,Ahmednagar,7.4,2.8,521.3,33.275,94643,40595,68845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,378.38
102,2012,7,Maharashtra,Ahmednagar,7.5,4.61,394.1,25.675,75370,24459,41861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,614.67
102,2013,7,Maharashtra,Ahmednagar,7.9,19,601.2,38.09166667,96741,31912,55264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,2405.06
102,2014,7,Maharashtra,Ahmednagar,8.6,2.2,500.5,33.96666667,88315,36445,48178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,255.81
102,2015,7,Maharashtra,Ahmednagar,14,17.2,473.2,36.54166667,70260,27499,48196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,1228.57
103,2005,7,Maharashtra,Pune,64.5,73.8,1233.7,70.85833333,66482,22495,34693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1144.19
103,2006,7,Maharashtra,Pune,63.9,68.9,1183.1,70.85833333,75161,25107,38958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1078.25
103,2007,7,Maharashtra,Pune,62.8,78.2,910.5,54.10833333,75211,29380,36560,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1245.22
103,2008,7,Maharashtra,Pune,61.2,75.5,810,59.20833333,84030,30423,45569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1233.66
103,2009,7,Maharashtra,Pune,62.6,51.18,795.3,39.8,96341,44318,63007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,817.57
103,2012,7,Maharashtra,Pune,77.6,106.16,690.6,44.09166667,82459,24412,38374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1368.04
103,2013,7,Maharashtra,Pune,82.1,153.2,1106.4,59.1,100054,34284,49921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1866.02
103,2014,7,Maharashtra,Pune,82.1,136.1,1007.3,51.81666667,89233,34088,43262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1657.73
103,2015,7,Maharashtra,Pune,54.6,107.3,803.9,55.15,84722,28373,48008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,1965.2
104,2005,7,Maharashtra,Satara,43.6,73.4,1530.3,85.75,40498,14780,18863,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,1683.49
104,2006,7,Maharashtra,Satara,45,93.3,1362.1,73.68333333,45839,16606,21524,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,2073.33
104,2007,7,Maharashtra,Satara,49.6,102.4,1142.5,69.9,44015,17700,19779,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,2064.52
104,2008,7,Maharashtra,Satara,49.7,109.3,862.1,63.56666667,62449,33364,36351,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,2199.2
104,2009,7,Maharashtra,Satara,50.6,76.9,1186,53.825,57162,21845,32013,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,1519.76
104,2012,7,Maharashtra,Satara,51,70.04,818.2,51.85833333,44251,15488,20289,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,1373.33
104,2013,7,Maharashtra,Satara,50.4,75.6,925.6,52.89166667,47096,18094,23320,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,1500
